boutique,code_postal,client_anciennete,frequence_visites,captation,causes_achats,produit_prefere,produits_moins_connus,client_internet,volonte_boutique_proche,lat,lon,lat_boutique,lon_boutique
Biarritz,64200,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,32100,C’est une de mes premieres visites,premiere_fois,Cadeau,pour me faire plaisir; pour regaler ma famille,sans_avis,Je ne sais pas,Non,sans_avis,46.139981745,12.211689738,43.47114375,-1.552726590666314
Biarritz,69500,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,oui,45.73678559565217,4.912793821739131,43.47114375,-1.552726590666314
Biarritz,64320,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Gateau basque,Gateau basque aux agrumes,oui,sans_avis,43.29433197526882,-0.3252893892473118,43.47114375,-1.552726590666314
Biarritz,78140,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,48.78223050656565,2.2017969984848484,43.47114375,-1.552726590666314
Biarritz,40390,Depuis toujours,exceptionelle,par hasard en passant devant,pour regaler ma famille; pour faire un cadeau,Chocolat,Je ne sais pas,Non,sans_avis,43.5480165,-1.313187993265678,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Chocolat,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,40510,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.69497031791045,-1.3929541776119403,43.47114375,-1.552726590666314
Biarritz,64200,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Autres,Autres,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,33000,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,43.47114375,-1.552726590666314
Biarritz,64600,Depuis toujours,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,92350,C’est une de mes premieres visites,exceptionelle,Location de vacances,pour faire un cadeau,Autres,Je ne sais pas,Non,oui,48.7796244,2.258087352631579,43.47114375,-1.552726590666314
Biarritz,64000,Depuis quelques annees,exceptionelle,bouche a oreille,pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Gateau de voyage,Non,sans_avis,43.3221107,-0.3393329323485784,43.47114375,-1.552726590666314
Biarritz,83330,Depuis moins d'un an,exceptionelle,bouche a oreille,pour me faire plaisir,Autres,Je ne sais pas,Non,oui,43.19995930544218,5.799512937755102,43.47114375,-1.552726590666314
Biarritz,75019,C’est une de mes premieres visites,premiere_fois,bouche a oreille,pour faire un cadeau,sans_avis,Je ne sais pas,Non,sans_avis,48.88702172120658,2.3796959504570383,43.47114375,-1.552726590666314
Biarritz,33000,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir,Kanougas,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,43.47114375,-1.552726590666314
Biarritz,64600,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Chocolat,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,64200,C’est une de mes premieres visites,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,sans_avis,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64600,Depuis quelques annees,regulier,Carte Synergie,pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,oui,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir,Mouchous,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,40000,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,43.89234604476534,-0.4922056433212996,43.47114375,-1.552726590666314
Biarritz,64200,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64500,Depuis toujours,regulier,"avec vos parents, votre famille",pour faire un cadeau,Kanougas,Je ne sais pas,Non,sans_avis,43.38886685,-1.6381793651234804,43.47114375,-1.552726590666314
Biarritz,40260,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Non,oui,43.90219212878788,-1.157156974242424,43.47114375,-1.552726590666314
Biarritz,64300,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Chocolat,Je ne sais pas,Non,sans_avis,43.48827040993789,-0.7467499372670808,43.47114375,-1.552726590666314
St Jean,69780,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,oui,45.65851909230769,4.983423082051282,43.6650391,1.5039252
St Jean,64310,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.34008051328125,-1.59201581875,43.6650391,1.5039252
St Jean,60270,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour regaler ma famille; pour faire un cadeau,Gateau basque,Autres,oui,sans_avis,49.18890463157894,2.4142534578947368,43.6650391,1.5039252
St Jean,13005,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Mouchous,Gateau de voyage,Non,Non,43.29347245652174,5.395686656521739,43.6650391,1.5039252
St Jean,44000,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Autres,Non,sans_avis,47.22315926103582,-1.5533012683169685,43.6650391,1.5039252
St Jean,64210,Depuis quelques annees,regulier,bouche a oreille,pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Mouchous,Je ne sais pas,Non,sans_avis,43.43763507096019,-1.5853114421545669,43.6650391,1.5039252
St Jean,60500,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Autres,Je ne sais pas,Non,oui,49.19449946304348,2.472947410869565,43.6650391,1.5039252
St Jean,75005,Depuis toujours,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Chocolat,Autres,Non,sans_avis,48.84591030498813,2.348771920902613,43.6650391,1.5039252
St Jean,64500,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Autres,Gateau basque aux agrumes,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,92100,Depuis moins d'un an,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,oui,48.83512212160279,2.2396591334494773,43.6650391,1.5039252
St Jean,33430,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour regaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,oui,44.42649272424242,-0.2152527075757575,43.6650391,1.5039252
St Jean,31130,Depuis quelques annees,exceptionelle,bouche a oreille,pour regaler ma famille,Gateau basque,Autres,Non,oui,36.79911352857143,127.15004995714284,43.6650391,1.5039252
St Jean,65230,Depuis quelques annees,exceptionelle,bouche a oreille,pour regaler ma famille; pour faire un cadeau,Mouchous,Je ne sais pas,Non,oui,63.12414537878787,21.612734924242424,43.6650391,1.5039252
St Jean,64240,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.384797351230425,-1.2598572565995525,43.6650391,1.5039252
St Jean,64000,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Gateau basque aux agrumes,Non,sans_avis,43.3221107,-0.3393329323485784,43.6650391,1.5039252
St Jean,64122,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.36781597432432,-1.70349487027027,43.6650391,1.5039252
St Jean,64000,Depuis toujours,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Gateau basque,Gateau basque aux agrumes,Non,sans_avis,43.3221107,-0.3393329323485784,43.6650391,1.5039252
St Jean,77390,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Mouchous,Espelines,Non,sans_avis,48.643007624,2.8045072440000003,43.6650391,1.5039252
St Jean,64500,C’est une de mes premieres visites,premiere_fois,bouche a oreille,pour me faire plaisir; pour regaler ma famille,sans_avis,Je ne sais pas,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64500,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir,Gateau basque,Je ne sais pas,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,40100,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Non,sans_avis,44.4984963,11.34044026,43.6650391,1.5039252
St Jean,64500,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Gateau basque,Gateau basque aux agrumes,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64500,Depuis toujours,regulier,bouche a oreille,pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64500,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Gateau de voyage,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,46000,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Gateau basque,Autres,Non,sans_avis,44.4565895,1.447323991770964,43.6650391,1.5039252
St Jean,33600,Depuis toujours,regulier,bouche a oreille,pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,sans_avis,44.7856935,-0.6827106245864831,43.6650391,1.5039252
St Jean,31000,C’est une de mes premieres visites,premiere_fois,bouche a oreille,pour me faire plaisir; pour faire un cadeau,sans_avis,Je ne sais pas,Non,sans_avis,43.609557277329976,1.4416127420654912,43.6650391,1.5039252
St Jean,29480,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Gateau basque,Autres,oui,oui,48.40061899166667,-4.403989933333333,43.6650391,1.5039252
St Jean,31500,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Mouchous,Je ne sais pas,Non,oui,43.609085899726026,1.467486172328767,43.6650391,1.5039252
St Jean,41000,Depuis quelques annees,exceptionelle,bouche a oreille,pour regaler ma famille,Autres,Je ne sais pas,Non,Non,47.6163069,1.3167259332034411,43.6650391,1.5039252
St Jean,64390,Depuis toujours,regulier,"bouche a oreille; avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.39747795897436,-0.9245007666666666,43.6650391,1.5039252
St Jean,64240,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Gateau de voyage,Non,sans_avis,43.384797351230425,-1.2598572565995525,43.6650391,1.5039252
St Jean,35000,C’est une de mes premieres visites,premiere_fois,bouche a oreille,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,48.10741123263416,-1.6815291548351947,43.6650391,1.5039252
St Jean,95470,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,49.09195071926606,2.55156250795107,43.6650391,1.5039252
St Jean,33140,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Chocolat,Je ne sais pas,oui,sans_avis,43.315942,-5.9256825,43.6650391,1.5039252
St Jean,64000,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,sans_avis,43.3221107,-0.3393329323485784,43.6650391,1.5039252
St Jean,64500,Depuis toujours,regulier,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Gateau basque noisette,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,74800,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Autres,Autres,Non,Non,46.06042545,6.313172767758639,43.6650391,1.5039252
St Jean,33210,Depuis moins d'un an,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,61.5001819535433,23.75385681574804,43.6650391,1.5039252
St Jean,64122,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Gateau basque,Autres,Non,sans_avis,43.36781597432432,-1.70349487027027,43.6650391,1.5039252
St Jean,33160,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,sans_avis,44.9086875,-0.8055626523304988,43.6650391,1.5039252
St Jean,59117,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,50.76965780609137,3.050637208324873,43.6650391,1.5039252
St Jean,38280,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir,Autres,Je ne sais pas,Non,sans_avis,45.78132391052632,5.118989536842106,43.6650391,1.5039252
St Jean,33650,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour regaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,44.6446574,-0.5712172458259037,43.6650391,1.5039252
St Jean,40440,Depuis quelques annees,exceptionelle,"bouche a oreille; avec vos parents, votre famille",pour faire un cadeau,Mouchous,Autres,Non,sans_avis,43.5623599,-1.450410669128959,43.6650391,1.5039252
St Jean,65170,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,oui,63.092214025,21.58565635,43.6650391,1.5039252
St Jean,40280,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille,Autres,Je ne sais pas,Non,oui,43.86602264239131,-0.5001488489130435,43.6650391,1.5039252
St Jean,40000,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir,Autres,Gateau basque aux agrumes,Non,oui,43.89234604476534,-0.4922056433212996,43.6650391,1.5039252
St Jean,64500,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Autres,Espelines,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64100,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,43.48437155,-1.4718677782037943,43.6650391,1.5039252
St Jean,64500,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,Autres,Je ne sais pas,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,16430,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,oui,45.70588851666667,0.1804246121212121,43.6650391,1.5039252
St Jean,64500,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Gateau basque,Espelines,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64500,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Autres,Autres,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,76520,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,sans_avis,Je ne sais pas,Non,sans_avis,49.38478642317073,1.1891137536585366,43.6650391,1.5039252
St Jean,40100,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,44.4984963,11.34044026,43.6650391,1.5039252
St Jean,63000,Depuis toujours,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,oui,50.0323409,36.3567046,43.6650391,1.5039252
St Jean,64200,Depuis moins d'un an,exceptionelle,bouche a oreille,pour me faire plaisir; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.6650391,1.5039252
St Jean,81000,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Gateau basque,Je ne sais pas,Non,sans_avis,43.9291438,2.147261690496092,43.6650391,1.5039252
St Jean,40465,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir,Gateau basque,Je ne sais pas,Non,sans_avis,24.16566170833333,120.681913025,43.6650391,1.5039252
St Jean,64500,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64000,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir,Gateau basque,Je ne sais pas,Non,sans_avis,43.3221107,-0.3393329323485784,43.6650391,1.5039252
St Jean,64000,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.3221107,-0.3393329323485784,43.6650391,1.5039252
Biarritz,64200,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,31500,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Non,oui,43.609085899726026,1.467486172328767,43.47114375,-1.552726590666314
Biarritz,81310,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Non,Non,43.88982175,1.7869932849930814,43.47114375,-1.552726590666314
Biarritz,64000,Depuis toujours,exceptionelle,par hasard en passant devant,pour me faire plaisir,Autres,Gateau basque aux agrumes,Non,oui,43.3221107,-0.3393329323485784,43.47114375,-1.552726590666314
Biarritz,40530,Depuis quelques annees,regulier,bouche a oreille,pour faire un cadeau,Mouchous,Autres,oui,sans_avis,62.18745935985916,25.71476469181338,43.47114375,-1.552726590666314
Biarritz,31200,C’est une de mes premieres visites,premiere_fois,Journal anglais,pour faire un cadeau,sans_avis,Je ne sais pas,Non,sans_avis,43.62588160619621,1.439019234767642,43.47114375,-1.552726590666314
Biarritz,78400,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,sans_avis,48.89650965,2.1564309205202754,43.47114375,-1.552726590666314
Biarritz,34830,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,sans_avis,Je ne sais pas,Non,sans_avis,41.07579945,29.15892880670813,43.47114375,-1.552726590666314
Biarritz,33000,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Autres,Non,sans_avis,44.83910495,-0.5814266226076892,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64000,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir,Gateau basque,Autres,Non,sans_avis,43.3221107,-0.3393329323485784,43.47114375,-1.552726590666314
Biarritz,33000,Depuis toujours,regulier,bouche a oreille,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,Non,44.83910495,-0.5814266226076892,43.47114375,-1.552726590666314
Biarritz,31000,C’est une de mes premieres visites,premiere_fois,via les reseaux,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,43.609557277329976,1.4416127420654912,43.47114375,-1.552726590666314
Biarritz,64600,Depuis moins d'un an,regulier,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau,Autres,Gateau basque aux agrumes,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,64600,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,64600,Depuis quelques annees,exceptionelle,via les reseaux,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,33000,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; quand je reçois du monde ou quand je suis invitee,Gateau basque,Je ne sais pas,Non,sans_avis,44.83910495,-0.5814266226076892,43.47114375,-1.552726590666314
Biarritz,64200,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,60130,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour faire un cadeau,sans_avis,Je ne sais pas,Non,sans_avis,49.47865407,2.450585202307692,43.47114375,-1.552726590666314
Biarritz,Belgique,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,50.6402809,4.6667145,43.47114375,-1.552726590666314
Biarritz,75012,Depuis quelques annees,exceptionelle,Bridge,pour me faire plaisir; pour faire un cadeau,Chocolat,Autres,Non,oui,48.84632685097223,2.385722787083333,43.47114375,-1.552726590666314
Biarritz,64600,Depuis quelques annees,regulier,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,43.4897459,-1.5197091473862367,43.47114375,-1.552726590666314
Biarritz,65000,Depuis toujours,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille,Gateau basque,Gateau basque noisette,Non,oui,46.45653079787234,30.720988589361703,43.47114375,-1.552726590666314
Biarritz,35400,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Gateau basque,Autres,Non,Non,38.38699565,27.19410610644645,43.47114375,-1.552726590666314
Biarritz,56000,Depuis toujours,regulier,bouche a oreille,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,sans_avis,3.062588723376624,101.74206434805195,43.47114375,-1.552726590666314
Biarritz,40300,Depuis quelques annees,regulier,bouche a oreille,pour regaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,oui,sans_avis,43.57063561813187,-1.1072565923076925,43.47114375,-1.552726590666314
Biarritz,33110,Depuis quelques annees,exceptionelle,"avec vos parents, votre famille",pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,44.8646238,-0.6001935839412909,43.47114375,-1.552726590666314
Biarritz,64200,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Gateau basque,Autres,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,64200,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Autres,Non,sans_avis,43.47642489353933,-1.5518984025280895,43.47114375,-1.552726590666314
Biarritz,13006,Depuis quelques annees,exceptionelle,bouche a oreille,pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Je ne sais pas,Non,Non,43.288759019607845,5.380530915686275,43.47114375,-1.552726590666314
St Jean,94130,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Mouchous,Je ne sais pas,Non,sans_avis,48.5702019,13.606800144073958,43.6650391,1.5039252
St Jean,64122,Depuis quelques annees,regulier,bouche a oreille,pour me faire plaisir,Kanougas,Gateau basque aux agrumes,Non,sans_avis,43.36781597432432,-1.70349487027027,43.6650391,1.5039252
St Jean,64140,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitee,Autres,Je ne sais pas,Non,sans_avis,43.3236467,-0.3940548712246594,43.6650391,1.5039252
St Jean,75001,Depuis toujours,exceptionelle,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Non,oui,48.8619524593199,2.343586325314861,43.6650391,1.5039252
St Jean,74140,C’est une de mes premieres visites,premiere_fois,par hasard en passant devant,pour me faire plaisir,sans_avis,Je ne sais pas,Non,sans_avis,46.31337643571429,6.332199986785715,43.6650391,1.5039252
St Jean,64700,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille,Mouchous,Je ne sais pas,Non,sans_avis,43.34545245,-1.7151181530362305,43.6650391,1.5039252
St Jean,38800,C’est une de mes premieres visites,premiere_fois,sur un guide,pour regaler ma famille,sans_avis,Je ne sais pas,Non,sans_avis,45.13264387745098,5.700245500980392,43.6650391,1.5039252
St Jean,64500,Depuis quelques annees,regulier,"avec vos parents, votre famille",pour regaler ma famille; pour faire un cadeau,Autres,Gateau de voyage,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64500,Depuis toujours,regulier,"avec vos parents, votre famille",pour me faire plaisir; pour regaler ma famille; pour faire un cadeau,Autres,Espelines,Non,sans_avis,43.38886685,-1.6381793651234804,43.6650391,1.5039252
St Jean,64700,Depuis quelques annees,exceptionelle,par hasard en passant devant,pour me faire plaisir; pour regaler ma famille,Autres,Je ne sais pas,Non,sans_avis,43.34545245,-1.7151181530362305,43.6650391,1.5039252
